date,origin,destiny,altitude_destiny_mbsl,distance_km,unit_type,charge_tons,weather,driver_experience_years,theorical_time_arrival_hs,real_time_hs,liters_consumed_100km,critical_delay
2023-09-10 06:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,33.56,clear,15,6.47,7.39,71.33,0
2023-11-11 09:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,21.99,clear,18,5.48,6.27,64.39,0
2023-06-21 02:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,41.76,white wind,7,3.54,8.45,62.51,1
2023-06-16 05:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,23.91,clear,20,1.3,3.18,52.53,1
2023-10-12 16:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,35.01,rain,20,2.91,10.13,73.51,1
2023-11-10 08:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,39.74,clear,3,6.66,8.32,75.58,1
2023-01-08 05:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,21.4,clear,19,1.29,2.5,51.12,1
2023-05-06 13:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,31.57,clear,15,1.35,3.18,56.81,1
2023-07-20 14:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,35.76,white wind,20,7.88,15.57,72.18,1
2023-05-22 22:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,29.67,clear,20,1.34,1.69,55.75,0
2023-09-09 23:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,34.04,clear,17,1.37,2.11,58.19,0
2023-07-25 00:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,44.09,clear,8,1.43,3.21,63.82,1
2023-09-18 10:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,21.11,clear,9,5.46,6.36,63.78,0
2023-03-10 04:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,21.59,white wind,1,6.84,10.51,64.11,1
2024-01-01 03:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,30.14,rain,2,4.83,9.89,68.97,1
2023-04-05 09:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,24.76,clear,20,4.72,6.51,65.27,1
2023-05-14 15:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,35.28,clear,3,5.82,6.61,73.7,0
2023-11-28 01:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,29.42,clear,13,3.06,3.64,67.85,0
2023-09-19 18:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,41.6,clear,20,6.72,7.09,76.86,0
2023-11-20 08:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,24.83,clear,3,1.31,2.11,53.04,0
2023-02-05 02:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,31.55,clear,16,3.09,4.14,69.31,0
2023-06-03 18:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,26.17,white wind,5,11.87,16.1,66.24,1
2023-01-05 15:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,38.06,clear,8,5.01,5.94,74.43,0
2023-02-25 18:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,31.59,snow,12,2.86,5.06,71.11,1
2023-04-18 02:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,21.29,clear,19,4.65,6.22,62.88,1
2023-02-03 09:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,41.83,clear,15,6.73,6.86,77.02,0
2023-01-18 20:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,30.47,clear,6,1.34,1.92,56.2,0
2023-04-30 15:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,32.96,rain,6,3.11,10.19,70.27,1
2023-04-28 10:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,44.55,rain,15,3.29,9.17,78.18,1
2023-06-29 20:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,41.57,white wind,9,7.5,12.02,78.1,1
2023-06-16 19:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,27.49,clear,13,6.29,7.8,67.15,1
2023-03-21 08:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,37.62,rain,10,5.0,12.88,74.12,1
2023-08-16 00:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,36.41,clear,4,5.85,7.61,74.49,1
2023-07-31 09:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,42.02,clear,13,3.25,5.12,76.45,1
2023-02-11 00:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,35.36,clear,8,5.82,7.11,73.75,1
2023-07-06 04:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,42.77,clear,8,6.76,7.68,77.67,0
2023-07-24 19:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,31.4,clear,13,1.35,2.79,56.72,1
2023-07-05 22:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,31.1,clear,14,1.35,1.5,56.55,0
2023-10-11 04:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,21.03,clear,6,6.11,6.51,62.7,0
2023-03-07 23:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,35.16,clear,19,4.95,5.53,72.43,0
2023-02-25 18:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,34.35,clear,3,4.93,5.93,71.87,0
2023-04-10 21:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,33.88,clear,6,2.89,3.35,72.72,0
2024-01-01 08:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,37.62,rain,17,5.89,8.63,75.33,1
2023-04-03 20:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,23.9,clear,12,1.3,1.62,52.52,0
2023-06-30 11:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,27.25,clear,6,1.32,2.41,54.4,0
2023-11-18 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,42.3,clear,18,6.02,6.72,78.61,0
2023-10-09 04:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,30.22,clear,19,1.34,3.01,56.06,1
2023-02-08 20:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,41.15,clear,10,6.7,7.07,76.55,0
2023-08-29 23:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,34.98,clear,7,3.14,4.04,71.65,0
2023-06-18 09:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,25.24,clear,15,3.0,4.02,65.0,0
2023-12-13 15:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,26.0,clear,4,5.58,6.54,67.2,0
2023-08-01 01:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,34.6,clear,16,5.8,6.89,73.22,0
2023-08-17 22:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,27.94,rain,17,1.33,3.35,54.78,1
2023-07-11 14:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,30.46,clear,18,4.84,4.89,69.19,0
2023-01-10 06:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,44.96,clear,20,1.44,2.12,64.3,0
2023-08-18 11:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,38.55,clear,10,6.62,6.97,74.76,0
2023-05-18 19:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,22.52,clear,18,2.97,3.07,63.14,0
2023-10-16 19:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,23.01,snow,11,4.68,9.27,64.06,1
2023-02-07 08:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,24.04,clear,14,1.31,1.77,52.6,0
2023-10-03 14:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,27.35,clear,17,1.32,2.92,54.45,1
2023-06-10 09:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,36.7,clear,19,2.93,4.2,74.69,1
2023-02-04 03:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,26.64,clear,3,1.32,3.28,54.06,1
2023-02-11 09:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,30.29,clear,11,6.37,6.79,69.07,0
2023-01-14 21:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,25.98,clear,2,4.74,6.53,66.11,1
2023-01-04 02:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,40.24,rain,5,2.98,10.21,77.17,1
2023-01-21 16:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,27.51,white wind,3,7.02,10.82,68.26,1
2023-04-11 22:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,33.72,clear,2,4.91,6.57,71.44,1
2023-08-28 08:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,30.51,clear,18,2.85,4.78,70.36,1
2023-08-26 07:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,26.17,clear,3,1.32,1.65,53.79,0
2023-11-05 13:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,30.91,clear,3,6.39,7.08,69.5,0
2023-12-19 13:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,37.52,snow,12,5.88,9.76,75.26,1
2023-09-11 13:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,21.94,rain,7,2.96,6.24,62.75,1
2023-06-10 12:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,37.78,clear,18,2.95,2.95,75.45,0
2023-05-03 19:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,29.1,white wind,11,7.64,13.42,67.64,1
2023-07-03 13:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,34.7,clear,12,3.14,4.47,71.46,1
2023-04-28 01:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,30.03,clear,17,5.68,6.97,70.02,1
2023-09-06 07:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,27.02,rain,10,3.03,7.1,66.22,1
2023-04-03 07:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,36.42,clear,10,5.85,6.33,74.49,0
2023-12-12 03:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,36.28,clear,17,4.97,5.21,73.2,0
2023-05-14 18:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,32.08,clear,12,5.74,7.45,71.46,1
2023-11-06 13:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,21.46,clear,9,2.95,4.52,62.42,1
2023-08-18 14:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,34.66,snow,20,4.93,11.25,72.08,1
2023-06-26 11:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,25.22,clear,14,3.0,3.86,64.99,0
2023-03-09 20:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,21.27,clear,10,6.12,7.92,62.86,1
2023-02-01 09:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,36.37,rain,14,2.93,10.11,74.46,1
2023-02-26 01:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,23.86,clear,14,1.3,2.99,52.5,1
2023-07-19 11:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,35.47,white wind,1,7.87,12.02,71.98,1
2023-06-03 12:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,43.32,clear,20,5.14,6.67,78.05,1
2023-10-02 03:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,25.66,clear,11,3.01,4.75,65.29,1
2023-01-09 18:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,36.49,rain,11,3.16,10.16,72.68,1
2023-06-07 16:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,37.03,clear,2,6.57,6.66,73.72,0
2023-01-21 09:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,20.61,clear,1,2.72,3.88,63.43,0
2023-04-09 18:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,37.42,rain,14,2.94,8.37,75.19,1
2023-02-14 06:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,37.94,rain,3,1.39,8.29,60.38,1
2023-09-10 07:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,36.35,clear,19,1.38,2.42,59.49,0
2023-03-07 02:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,42.5,clear,20,6.75,8.5,77.48,1
2023-03-20 20:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,35.45,rain,19,5.83,13.43,73.81,1
2023-03-23 16:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,35.99,white wind,12,7.89,10.33,72.34,1
2023-05-28 21:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,35.96,rain,1,5.84,10.72,74.17,1
2023-09-11 20:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,41.92,clear,16,5.11,5.82,77.08,0
2023-04-21 06:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,25.38,clear,20,4.73,6.63,65.69,1
2023-03-25 03:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,21.8,clear,13,2.74,4.49,64.26,1
2023-10-09 14:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,36.77,clear,7,5.86,7.38,74.74,1
2023-12-14 05:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,23.86,clear,20,4.7,4.98,64.65,0
2023-01-16 17:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,30.17,clear,20,2.84,4.8,70.12,1
2023-06-29 05:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,38.48,rain,17,6.62,9.81,74.72,1
2023-01-12 16:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,28.72,clear,19,2.82,2.86,69.1,0
2023-04-21 20:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,33.33,clear,6,4.9,5.14,71.17,0
2023-12-03 13:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,40.19,clear,15,3.22,4.68,75.2,1
2023-12-11 23:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,22.9,clear,12,2.75,4.42,65.03,1
2023-10-22 08:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,43.07,clear,12,6.04,6.61,79.15,0
2023-09-06 04:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,43.34,clear,14,1.43,2.54,63.4,0
2023-01-08 07:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,34.58,snow,14,4.93,11.87,72.03,1
2023-12-14 23:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,44.54,clear,16,6.81,7.16,78.89,0
2023-10-17 15:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,27.62,clear,8,5.62,6.15,68.33,0
2023-08-19 11:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,26.17,clear,14,5.58,6.81,67.32,1
2023-05-12 04:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,23.19,clear,12,2.98,3.45,63.6,0
2023-02-25 05:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,25.21,clear,14,6.23,7.5,65.58,1
2023-04-15 20:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,43.31,clear,9,3.02,4.81,79.32,1
2023-09-10 07:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,34.16,clear,5,3.13,3.22,71.09,0
2023-12-20 11:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,35.61,clear,11,3.15,3.36,72.08,0
2023-03-11 06:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,22.31,white wind,13,13.72,17.89,64.62,1
2023-09-03 12:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,22.65,clear,18,4.67,6.4,63.81,1
2023-02-23 03:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,21.67,rain,7,4.65,11.33,63.14,1
2023-06-29 21:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,22.6,clear,14,1.3,3.06,51.8,1
2023-08-31 14:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,35.68,white wind,15,16.33,20.69,72.79,1
2023-09-10 14:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,31.68,clear,5,5.73,5.8,71.18,0
2023-02-15 08:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,44.17,clear,18,1.43,2.45,63.86,0
2023-07-23 08:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,28.6,clear,13,4.8,5.8,67.91,0
2023-07-01 22:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,23.87,rain,16,2.99,5.5,64.07,1
2023-03-06 12:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,43.87,clear,13,6.06,7.04,79.71,0
2023-10-04 18:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,42.28,rain,8,1.42,6.17,62.8,1
2023-03-29 04:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,30.62,snow,19,2.85,7.18,70.43,1
2023-07-20 22:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,24.62,clear,11,2.77,3.84,66.23,0
2023-10-20 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,24.78,rain,9,5.55,10.33,66.35,1
2023-11-08 10:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,24.84,snow,17,2.78,7.14,66.39,1
2023-08-22 23:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,32.52,clear,9,4.89,4.89,70.61,0
2023-01-01 17:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,33.94,clear,4,5.79,5.86,72.76,0
2023-10-04 08:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,23.52,clear,20,2.98,4.57,63.83,1
2023-05-19 06:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,41.04,clear,12,6.7,8.12,76.48,1
2023-12-09 07:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,40.36,clear,4,3.22,4.23,75.32,0
2023-11-05 00:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,34.01,clear,8,6.48,7.14,71.64,0
2023-08-22 09:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,29.9,rain,17,2.84,6.3,69.93,1
2023-04-30 09:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,31.91,clear,19,6.42,7.52,70.19,0
2023-08-16 18:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,29.95,clear,9,2.84,3.29,69.97,0
2023-05-17 20:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,31.87,rain,15,3.09,5.43,69.53,1
2023-01-03 17:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,22.22,rain,14,2.96,10.63,62.94,1
2023-04-04 13:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,34.03,rain,3,2.89,8.45,72.82,1
2023-04-14 17:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,35.14,clear,19,6.52,7.76,72.42,1
2023-04-05 04:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,40.37,clear,13,2.98,3.3,77.26,0
2023-07-20 04:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,39.56,clear,1,3.21,3.62,74.77,0
2023-07-20 07:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,31.99,clear,17,2.87,3.2,71.39,0
2023-11-21 19:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,43.01,clear,19,1.43,2.96,63.21,1
2023-04-09 15:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,31.13,clear,10,1.35,3.26,56.57,1
2023-05-05 12:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,37.33,clear,13,3.17,4.56,73.25,1
2023-10-11 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,27.24,clear,14,5.61,6.7,68.07,0
2023-07-31 06:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,27.69,snow,20,6.3,10.11,67.28,1
2023-11-16 19:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,22.19,clear,14,1.29,3.27,51.57,1
2023-10-23 17:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,25.15,white wind,16,15.57,20.93,65.53,1
2023-08-04 21:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,24.48,rain,20,5.54,13.02,66.14,1
2023-09-06 05:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,23.04,clear,1,1.3,1.73,52.04,0
2023-09-27 00:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,44.6,rain,8,3.04,6.97,80.22,1
2023-05-10 21:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,30.42,rain,17,5.69,8.45,70.29,1
2023-03-20 20:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,34.23,white wind,10,12.31,16.93,71.79,1
2023-08-18 22:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,33.56,clear,10,4.91,6.07,71.33,0
2023-12-07 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,26.04,clear,11,5.58,5.94,67.23,0
2023-09-28 10:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,20.67,clear,4,5.45,6.65,63.47,0
2023-09-10 20:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,33.03,clear,6,1.36,2.22,57.63,0
2023-02-27 02:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,26.33,clear,11,3.02,3.17,65.75,0
2023-08-25 00:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,23.78,clear,1,1.3,2.2,52.46,0
2023-08-12 09:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,31.73,clear,7,1.35,1.57,56.9,0
2023-05-10 16:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,27.86,clear,4,3.04,4.74,66.79,1
2023-07-31 08:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,41.05,clear,19,5.98,7.14,77.73,0
2023-06-29 10:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,22.67,clear,7,5.5,6.84,64.87,1
2023-04-13 18:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,44.1,white wind,16,3.58,10.44,63.82,1
2023-08-19 18:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,29.34,clear,4,3.06,4.36,67.8,1
2023-05-14 02:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,29.88,clear,1,3.07,4.53,68.17,1
2023-12-30 21:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,43.91,white wind,13,3.58,5.82,63.72,1
2023-05-27 04:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,28.44,clear,8,3.05,4.58,67.19,1
2023-03-13 13:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,24.74,clear,17,1.31,3.04,52.99,1
2023-11-15 02:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,37.6,snow,14,5.0,12.54,74.11,1
2023-07-18 11:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,42.93,snow,11,3.02,5.79,79.05,1
2023-10-03 12:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,31.27,clear,8,4.86,5.6,69.75,0
2023-08-04 04:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,32.19,clear,14,6.43,6.89,70.38,0
2023-09-12 14:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,31.99,clear,14,6.42,7.39,70.25,0
2023-12-14 03:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,37.0,clear,2,2.93,4.89,74.9,1
2023-03-12 11:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,41.06,rain,4,3.23,10.58,75.8,1
2023-10-30 18:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,33.43,rain,14,5.77,12.88,72.4,1
2023-01-11 02:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,26.99,white wind,13,11.91,19.7,66.8,1
2023-07-31 18:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,33.24,clear,3,1.36,3.18,57.75,1
2023-12-26 00:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,39.82,rain,3,5.95,12.77,76.87,1
2023-10-15 04:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,22.03,clear,6,2.96,4.02,62.81,0
2023-05-21 08:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,42.38,clear,6,5.12,5.49,77.4,0
2023-09-02 15:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,31.08,clear,4,6.4,6.59,69.62,0
2023-10-01 06:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,35.56,clear,14,4.95,6.54,72.7,1
2023-09-17 20:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,42.77,rain,5,6.76,10.53,77.67,1
2023-10-07 07:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,24.37,clear,7,1.31,2.65,52.79,1
2023-04-06 09:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,38.56,clear,2,2.96,4.78,75.99,1
2023-12-15 13:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,38.17,clear,10,5.02,6.94,74.5,1
2023-10-08 19:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,22.94,clear,18,1.3,1.39,51.99,0
2023-02-15 14:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,20.01,clear,6,1.28,1.59,50.35,0
2023-11-19 12:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,33.26,clear,4,4.9,5.63,71.12,0
2023-11-09 17:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,29.41,clear,7,3.06,3.26,67.85,0
2023-06-26 06:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,41.7,rain,13,6.0,9.43,78.19,1
2023-09-05 14:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,34.66,clear,19,4.93,5.26,72.08,0
